"sku","parent.sku","name","brand_ebay","color","country_of_origin","type","model","features_ebay","theme","pattern","shape","prop65_warn_type","suitable_for","warranty","department_ebay","material","height","length","package_includes","number_of_pieces","weight","width","mpn","mpn_ebay"
"APL-TRANSFORMCARS-AS-10061","","Kidplokio 2 in 1 Transforming Toys Robot RC Car Lights Sounds Boys Ages 3 and Up","","Assorted","","","","Toy Cars","","","","About California Proposition 65 Proposition 65, officially the Safe Drinking Water and Toxic Enforcement Act of 1986, is a law that requires warnings be provided to California consumers when they might be exposed to chemicals identified by California as causing cancer or reproductive toxicity. The warnings are intended to help california consumers make informed decisions about their exposures to these chemicals from the products they use. The California Office of Environmental Health Hazard Assessment (OEHHA) administers the Proposition 65 program and publishes the listed chemicals, which includes more that 850 chemicals. In August 2016, OEHHA adopted new regulations, effective on August 30, 2018, which change the information required in Proposition 65 warnings. This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","8","16","(1) Transforming RC Toy","","2.2","5","TRNSFRMCRS2",""
"AQM-MFUQC14I-14-BLCK","","Frontier Universal Quick Connect .25 inch","Aquamira","Black","United States","","42230","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","6","4.5","(1) Frontier Universal Quick Connect 1/4 inch","","0.1","1.25","42230",""
"ASR-AOBSCWBB-PARENT","","ASR Outdoor Black Stretch Shock Cord Plastic Ball Utility Cord (Pack Sizes)","","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","","","","","","","","",""
"ASR-AOTAC-BUN-2PC-12PK-3B1-BLCK","","24pk ASR Outdoor 3 1/4 Inch x 1 Inch Tarp Camping Secure Grip Awning Clamps","ASR Outdoor","Black","China","","TAC-24-257","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","plastic","10","10","*(24) Awning Tarp Clamps","","1.1","10","TAC-24-257",""
"ASR-BFTOU-BUN-3PK-STD-SLVR","","(3 Pack) ASR Outdoor Extendable Marshmallow Toaster Telescoping BBQ Fork Utensil","ASR Outdoor","Silver","China","","BBQ1","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Stainless Steel","0.5","11.5","(3) Telescopic BBQ Fork","","0.18","3","BBQ1",""
"SON-AOMDBWSB-17X125-BLCK","","ASR Outdoor Black Drawstring Backpack Gym Bag Hiking Gear, 20 x 16 Inches","ASR Outdoor","Black","China","","BDBS16","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Polyester","0.75","8.75","*(1) Drawstring Bag with Stopper","","0.15","7.5","BDBS16",""
"SON-AOTAC-SML-BLCK","","2 Piece ASR Outdoor 3.25 Inch x 1 Inch Tarp Camping Secure Grip Awning Clamps","ASR Outdoor","Black","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","4","(2) Awning Tarp Clamps","2","0.25","2","TAC-2",""
"SON-NPT288-TROWEL-BLK","","Ergonomic Home Garden Trowel Digging Hand Shovel Planting Outdoor Tool - 11 inch","SE","Black/Orange","Imported","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","5","12","(1) Plastic Hand Trowel","1","0.16","6","NPT288",""
"SON-13IPOCSCHS-3PC-13-SLVR","","Portable Outdoor Camping Survival Wire Hand Saw Two 35 cm Blades","ASR Outdoor","Silver","China","","HANDSAW-977","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","steel","2","5","(2) Metal Handles(2) Chain Blades","","0.5","4","HANDSAW-977",""
"SON-AOES5LWFCP-LG-CLR","","ASR Outdoor Emergency Survival 5 Liter Water Flask Compact Portable","","Clear","China","","","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","1","12.5","* (1) 5L Emergency Flask","","0.25","12.5","ASRO-5LEF",""
"ASR-GTWATMWST-BUN-2PC-BNDL","","A Comprehensive Guide to Wilderness and Travel Medicine With Survival Tool","","Multicolored","China","","ACGWTMCC00000","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Paper","0.25","6","* (1) A Comprehensive Guide to Wilderness and Travel Medicine written by Eric A. Weiss M.D * (1) 11 use Pocket Survival Tool","","0.39","4.25","ASRSURV4232",""
"ASR-HWW8HPS-BUN-PARENT","","ASR Outdoor Hand Warmers Heat Pads 10 Hour Protection for Camping, Hiking, Outdoors","ASR Outdoor","White","China","","HWHP8HR1","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Cotton","1","4.5","*(50) Hand Warmers","","","3","HWHP8HR1","ASRHW8H"
"SON-J65XCKCWHGB-XL-BLCK","","Jumbo 6.5 Inch XL Carabiner Key Chain  - Black","ASR Outdoor","Black","China","","ASRO-SECB_XLBK","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","Men","Aluminum","1","6.5","(1) Jumbo Black XL 6.5\\\\\\\"" Carabiner Keychain with Hand Grip","1","0.25","4","ASRO-SECB_XLBK",""
"SON-J65XCKCWHGR-XL-RD","","Jumbo 6.5 inch XL Carabiner Key Chain Outdoor Rec - Red","ASR Outdoor","Pink","China","","ASRO-SECB_XLRD-342","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","Men","Aluminum","1","6.5","(1) Jumbo Red XL 6.5\\\"" Carabiner Keychain with Hand Grip","1","0.25","4","ASRO-SECB_XLRD-342",""
"ASRO-PARABRACEBUCKLE-PARENT","","ASR Outdoor Paracord Bracelet Side Release Buckle Multipack Set (20MM, .75in)","ASR Outdoor","","China","","","","","","","","","","","Plastic","1","3","ASR Outdoor Black Paracord Bracelet Buckles","","0.32","3","37404",""
"ASRO-TECHNORA-600LB-BLACK-PARENT","","ASR Outdoor Braided Technora 600lb Survival Cord Rope (Many Lengths)","","Black","United States","","","","","","","","","","","Technora Cord","","","(1) Technora Survival Cord","","1","","25800",""
"ASRO-TECHNORA-950-ROPE-NATURAL-PARENT","","ASR Outdoor Braided Technora 950lb Survival Cord Rope - Natural (Many Lengths)","","Multiple","United States","","","","","","","","","","","Technora Cord","1","5","(1) Technora Survival Cord","","1","5","25800",""
"DLX-UHDCHCTB-11X5X4","","Universal Home Dual Compartment Hobby Craft Tool Box Portable Workshop Storage","Universal","Black","China","","UHCHTB-1","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","4","11.5","(1) Universal Home Dual Compartment Tool Box","1","0.6","6","UHCHTB-1",""
"SON-HPS-105-RD","","Hand Pruning Saw Gardening Tool For Home Outdoor Plants","Universal Tool","Red","China","","PS185-744","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","1","11.5","* (1) Universal Tool Hand Pruning Saw","","0.33","3.5","PS185-744",""
"SON-875ISSMFT-2PC-6X4X1","","ASR Outdoor Stainless Steel 8.75in Folding Trowel with Belt Loop Attachment","ASR Outdoor","Silver/Black","China","","ASRMFT","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Stainless Steel","1","6","*(1) Mini Folding Trowel*(1) Nylon Storage Case","","0.35","4","ASRMFT",""
"ASR-SO4BGMN-BUN-2PC-2PK-LG-BLCK","","Set of 4 Non-Stick BBQ Grill Mats Reusable Easy to Clean","ASR Outdoor","Black","China","","BBQ012","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Non Stick","17","13.5","*(4) BBQ Grill Mat Setd","","0.4","0.5","BBQ012",""
"ASR-WDACS-BUN-3PC-MED-BNDL","","Wolf Dagger 3pc American Flag Knife Collector Set","ASR Outdoor","3pc Wolf Set","China","","asrcwlfdaf3pc","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Steel","3","14","* (3) Wolf Etched Daggers
* (3) Scabbards with Matching Design","","2.25","9","ASRWBUNG21",""
"SON-BGMN-LG-BLCK","","BBQ Grill Mat Non-Stick Heavy Duty Outdoor Patio Eating and Cooking Tools - 2Pk","ASR Outdoor","Black","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Rubber","1","13.5","(2) BBQ Grill Mat Set","2","0.5","7","BBQ012-2pc",""
"SON-3IN1CUSKFS-3PC-ONE-SLVR","","ASR Outdoor 3pc Camping Utensil Set Military Ration Knife Fork Spoon Accessories","ASR Outdoor","Silver","China","","3MU_1-682","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Steel","2","5","*(1) ASR Outdoor Multi Function Outdoor Utensil Set","","0.16","6","3MU_1-682",""
"CARABINER-6PK-PARENT","","6 Pack Aluminum Multi-Color Carabiner Spring Clip Keychain (Many Sizes, Colors)","","","China","Carabiner","CCAS-V-456","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","Unisex","Aluminum","4","6.5","(6) Carabiners of Your Choice Size & Color","","0.2","4","CCAS-V-456",""
"SON-J65XCKCWHGB-XL-BL","","Jumbo 6.5 inch XL Carabiner Key Chain  - Blue","ASR Outdoor","Blue","China","","","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","Men","Aluminum","1","6.5","(1) Jumbo Blue XL 6.5\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\"" Carabiner Keychain with Hand Grip","1","0.25","4","ASRO-SECB_XLBU-1",""
"CARABINER-JUMBO-PARENT","","7 Inch Jumbo Aluminum Carabiner Hiking Cushion Grip (6 Colors)","ASR Outdoor","","China","Carabiner","GJC-V-352","","","","","","","","Men","Aluminum","1","6.5","(1) Jumbo Aluminum Carabiner","","0.75","4","GJC-V-352",""
"CHAINSAW-SHARPENING-BURR-3-16","","3/16"" File Chain Saw Blade Diamond Sharpening Burr Shank 120 Grit","Universal Hobby","Silver","China","","HDG7DG6","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","","Metal","5","2.5","*(1) Diamond Sharpening Burr Shank 120 Grit and Holder","1","0.2","0.5","HDG7DG6",""
"SON-J65XCKCWHGP-XL-PURPLE","","Jumbo 6.5"" XL Carabiner Key Chain  - Purple","ASR Outdoor","Purple","China","","ASRO-SECB_XLPK-255","","","","","WARNING: This product may contain chemicals known to the State of California to cause cancer, birth defects or other reproductive harm","","","Men","Aluminum","1","6.5","* (1) Jumbo Purple XL 6.5\\\"" Carabiner Keychain with Hand Grip","","0.25","4","ASRO-SECB_XLPK-255",""
"db_1146","","Orange Emergency Hammer Window Punch Seat Belt Cutter 2pk","Universal Tool","Orange","China","","CC4074098-157","","","","","WARNING: This product can expose you to chemicals including {CHEMNAME1}, which is known to the State of California to cause cancer, birth defects or other reproductive harm. For more information, go to: www.P65Warnings.ca.gov","","","","Plastic","2","8","*(2) Emergency Hammer
*(2) Mounting Bracket","","0.6","3","CC4074098",""
